명칭,주소,위도,경도,문의 및 안내
절영해안산책로,부산광역시 영도구 해안산책길 52,35.0812475294,129.0411870536,051-419-4064
부산대교,부산광역시 영도구 남항로9번길 41,35.0960180495,129.0385091058,051-600-4000
75광장,부산광역시 영도구 절영로 370(동삼동),35.0706212544,129.0582219729,051-419-4044
외양포 포진지,부산광역시 강서구 대항동,35.0056381443,128.8251995524,051-970-4066
초량 이바구길,부산광역시 동구 초량상로 49(초량동),35.1165712633,129.036264296,051-440-4284
장림포구,부산광역시 사하구 장림로93번길 72,35.0793627568,128.9513754709,051-220-4502
영도 흰여울해안터널,부산 영도구 영선동4가 1044-6,35.0779590845,129.0453201165,051-403-1861
국립 달음산자연휴양림,부산광역시 기장군 일광면 화용길 299-106,35.3027559437,129.1854434167,051-722-3023
구상반려암 (부산 국가지질공원),부산광역시 부산진구 전포동,35.1631194916,129.0721765659,부산국가지질공원 051-888-3631~6
낙동강하구 (부산 국가지질공원),부산광역시 사하구 낙동남로 1240(하단동),35.104551505,128.9460085869,051-209-2000
두송반도 (부산 국가지질공원),부산광역시 사하구 다대동(다대동),35.0595961635,128.9862007564,부산국가지질공원 051-888-3636
몰운대 (부산 국가지질공원),부산광역시 사하구 다대동산 144,35.0402813591,128.9699332506,051-209-2000
송도반도 (부산 국가지질공원),부산광역시 서구 암남동,35.0659655069,129.019511576,부산국가지질공원 051-888-3636
장산 (부산 국가지질공원),부산광역시 해운대구 장산로 331-18,35.1811053657,129.168189943,051-851-7851
마린시티,부산광역시 해운대구 우동,35.1560327184,129.1436566548,해운대 관광안내소 051-749-5700
금정산성마을 먹거리촌,부산광역시 금정구 금성동,35.2513870387,129.0538229642,054-518-0014
부산 치유의 숲,부산광역시 기장군 철마면 철마천로 101,35.2690086937,129.1298103057,방문자센터 051-976-2831~3
안데르센 동화마을,부산광역시 기장군 장안읍 장안로 211,35.3601199691,129.2399148578,051-709-4000
회동수원지,부산광역시 금정구 개좌로 147,35.2252550204,129.116648768,051-519-4081
호천마을,부산광역시 부산진구 엄광로 491(범천동),35.1442823259,129.0512427918,
죽성성당(드림세트장),부산광역시 기장군 기장읍 죽성리 134-7,35.2412223365,129.2478869088,051-709-4082
부산엑스더스카이,부산광역시 해운대구 달맞이길 30엘시티 랜드마크타워 98~100F,35.1613825711,129.168043276,051-731-0098~9
역사의 디오라마,부산광역시 중구 영주로 93,35.1146852898,129.0322896932,부산종합관광안내소 051-253-8253
해운대 블루라인파크,부산광역시 해운대구 청사포로 116(중동),35.161260796,129.1913940274,051-701-5548
승학산,부산광역시 사하구 당리동 산 45-1(당리동),35.1140927207,128.9795998493,051-220-4082
땅뫼산,부산광역시 금정구 오륜대로 260-1(오륜동),35.2472747896,129.1174425369,051-519-4081
영도 청학배수지 전망대,부산광역시 영도구 와치로 36(청학동),35.0883915225,129.0600713277,051-419-4000
우암동 도시 숲,부산광역시 남구 우암동 127-142,35.1274929334,129.0726358346,부산종합관광안내소 051-253-8253
흰여울문화마을,부산광역시 영도구 흰여울길 379,35.0772758472,129.0463700445,051-419-4067
기장해녀촌(연화리횟촌),부산광역시 기장군 기장읍 연화1길 184,35.2184217439,129.2281142588,기장군 문화관광과 051-409-4066
광안리 SUP Zone,부산광역시 수영구 남천동,35.1477386656,129.114673291,051-610-4951
이중섭거리,부산광역시 동구 범일1동 1422-82,35.1403355632,129.0521955944,051-440-4815
가덕도,부산광역시 강서구 천성동 308-2,35.022963833,128.8169442487,051-971-9710 (가덕도 등대)
영주하늘눈전망대,부산광역시 중구 영주동 91-7(영주동),35.1146102693,129.0307259427,051-600-4000
용소웰빙공원,부산광역시 기장군 기장읍 서부리,35.2462820674,129.2042100127,051-709-4534
캐비네 드 쁘아쏭(미디어 갤러리),부산광역시 기장군 기장읍 기장해안로 268-31,35.2002043557,129.228925803,051-604-7000
황령산 전망대,부산광역시 남구 황령산로 391-39(대연동),35.1579341561,129.0827285679,070-7542-7080
아미산 전망대,부산광역시 사하구 다대낙조2길 77(다대동),35.0527909028,128.9608087041,051-265-6863
영도 하늘전망대,부산광역시 영도구 절영로 321(동삼동),35.0719627089,129.0548555626,051-419-4000 (영도구 문화관광과)
대항전망대,부산광역시 강서구 대항동 산1-4(대항동),35.0171590759,128.8251214716,051-970-4062
천성항 방파제등대,부산광역시 강서구 천성동 646-2,35.0282187628,128.814891508,051-609-6807
구덕문화공원,부산광역시 서구 꽃마을로163번길 73(서대신동3가),35.1264529287,129.0057694569,051-240-3521~6
대신공원,부산광역시 서구 보수대로320번길 59(서대신동3가),35.1216925172,129.014810467,051-970-4062
부산민주공원,부산광역시 중구 민주공원길 19(영주동),35.1097246563,129.0280540854,051-790-7400
중앙공원,부산광역시 서구 망양로193번길 187(동대신동2가),35.112327142,129.0279956864,051-860-7800
장미원,부산 북구 화명동 2280,35.2333965778,129.0099161725,051-309-4521
구포 어린이교통공원,부산광역시 북구 낙동북로 687(구포동),35.2010694626,128.999956814,051-309-4805
화명수목원,부산광역시 북구 산성로 299(화명동),35.2510535364,129.0426767218,051-362-0261
소두방공원,부산광역시 기장군 정관읍 정관중앙로 100,35.3253311206,129.1817597786,051-709-4085
신평소공원,부산광역시 기장군 일광면 일광로 582-47,35.2927167929,129.2600538672,051-709-4085
장안사계곡,부산광역시 기장군 장안읍 장안로 482,35.3744348966,129.2328150778,051-709-4085
은진사,부산광역시 기장군 장안읍 고무로 271-47,35.3360483529,129.2765262292,051-727-3766
홍연폭포,부산 기장군 철마면 웅천리 879-47,35.2958702558,129.1667035724,051-709-4085
송상현광장,부산광역시 부산진구 동성로112번길 121-1(전포동),35.1651886075,129.0669241885,051-850-6081
오륜대전망대,부산광역시 금정구 오륜대로 229(오륜동),35.2483912516,129.1131428804,051-519-4081
해광사,부산광역시 기장군 기장읍 기장해안로 340,35.2055759171,129.22576204,051-721-3167
미포,부산광역시 해운대구 달맞이길62번길 28(중동),35.1589051184,129.1706181201,051-746-0969
오시리아 해안산책로,부산광역시 기장군 기장읍 시랑리 62-22,35.1974852256,129.2294674968,051-709-4000
센텀 APEC나루공원,부산광역시 해운대구 수영강변대로 85(우동),35.1679171964,129.1273244146,051-441-6565(부산시 관광안내소)
곰내연밭,부산광역시 기장군 철마면 웅천리 254-4,35.2954092493,129.1695450043,051-709-4000
가덕해양파크휴게소,부산광역시 강서구 거가대로 2571(천성동),35.0230581337,128.809630994,051-715-2200
해운대수목원,부산 해운대구 석대동 26,35.2304408466,129.1326250124,051-888-7131
해리단길,부산광역시 해운대구 우동 510-7,35.1648792094,129.1576301962,051-749-2909
낙동강 생태탐방선,부산광역시 사하구 하단동 1149-10,35.1102509254,128.9492081536,051-294-2135
대연수목전시원,부산광역시 남구 신선로447번길 24(대연동),0.0,0.0,051-888-6870
부산라벤더팜,부산광역시 기장군 철마면 개좌로 679-30,35.2590462559,129.1478284558,051-721-6253
미포항,부산광역시 해운대구 달맞이길62번길 33-1(중동),35.1584551702,129.1706820162,1833-5880
관음사,부산광역시 사하구 제석로79번길 33(당리동),35.1091043203,128.9758058697,051-294-9300
국제크루즈터미널,부산광역시 영도구 해양로301번길 17(동삼동),35.080801057,129.0791837627,051-405-6154
감지해변,부산광역시 영도구 감지길 110(동삼동),35.0625336062,129.0764900502,051-419-4064
사상근린공원,부산광역시 사상구 가야대로 35(감전동),35.1521995132,128.9768740479,070-4010-8130
대항선착장,부산광역시 강서구 대항동 393-3(대항동),35.012329077,128.825999303,
하리선착장,부산광역시 영도구 동삼동 764-7,35.0704133733,129.0815032887,051-120
정란각/문화공감수정,부산광역시 동구 홍곡로 75(수정동),35.1255870389,129.0426662706,051-441-0740
가덕도대항인공동굴,부산광역시 강서구 대항동 393-9(대항동),35.0133095493,128.8274685924,1330
금정산성 막걸리,부산광역시 금정구 산성로 453(금성동),35.2504233066,129.0564227644,051-517-0202
캐니언파크 부산,부산광역시 남구 전포대로 133(문현동),35.1483043601,129.0654692218,051-710-1022
부산롯데월드,부산광역시 기장군 동부산관광로 42,35.1960684107,129.212999524,1661-2000
용호별빛공원,부산광역시 남구 분포로 66-40,35.1322571676,129.1201732372,051-607-4042
동래온천길(온천천 산책코스),"부산광역시 동래구 온천천로 451도시철도 온천장역(부산광역시 동래구 중앙대로 1520), 도시철도 동래역(부산광역시 동래구 중앙대로 1324), 온천천 카페거리(부산광역시 동래구 온천천로 451)",35.1916279693,129.1024592605,051-550-4092
부산 칠드런스 뮤지엄,부산광역시 기장군 기장해안로 172스타테라스건물 2층,35.1920578383,129.2177964393,051-711-8862
통일아시아드공원,부산광역시 사하구 다대동1585,35.0594543994,128.9800346295,051-220-4061(사하구청 문화관광과)
녹산고향동산,부산광역시 강서구 범방4로 132,35.154317052,128.8860013488,051-970-4061
오륙도해맞이소공원,부산광역시 남구 용호동950-1,35.1016495355,129.1230988205,051-607-6395
이기대 섭자리,부산광역시 남구 이기대공원로 11,19.69442748,117.9925662504,051-607-6399
달맞이동산,부산광역시 해운대구 달맞이길 184 청사포공원해월정화장실,35.1571305311,129.1821532774,051-749-4084
대천공원,부산광역시 해운대구 장산로 331-18 대천공원2호화장실,35.1813775511,129.1678566312,051-749-4000
반송공원,부산광역시 해운대구 반송순환로 100-53,19.69442748,117.9925662504,051-749-4540
국청사(부산),부산광역시 금정구 북문로 42,35.2538895578,129.0549922383,051-517-5003
금수사(부산),부산광역시 동구 망양로 533-1(초량동),35.1204207111,129.029678653,051-467-3316
금정선원,부산광역시 동래구 우장춘로 157-59(온천동),35.2216351938,129.0741053488,051-555-1208
마하사(부산),부산광역시 연제구 봉수로 138,35.1639058017,129.0876863061,마하사 051-852-2436
미륵사(부산),부산광역시 금정구 북문로 126(금성동),35.274006634,129.0489255467,051-508-4707
척판암(부산),부산광역시 기장군 장안읍 장안로 490-156,35.3760512352,129.2249379417,051-727-3547
법륜사(부산),부산광역시 동래구 동래로 162(칠산동),35.2037846774,129.0882184992,051-553-7771
영주암(부산),부산광역시 수영구 망미배산로76번나길 15(망미동),35.1766545764,129.0986683346,051-754-2210
신세계 센텀시티,부산광역시 해운대구 센텀남대로 35,35.1687865886,129.1297408475,1588-1234
청량사(부산),부산광역시 강서구 제도로 29,35.117757865,128.9190855715,051-271-2774
낙동강하구 ,부산광역시 사하구 낙동남로 1240,35.1044292944,128.9458947113,051-209-2000
해운대 동백섬,부산광역시 해운대구 동백로 67(우동) 일대,35.153991438,129.1521809693,051-749-7621
금정산 (부산 국가지질공원),부산광역시 금정구 금성동,35.268448978,129.0518587773,부산국가지질공원 051-888-3636
다대포해수욕장,부산광역시 사하구 몰운대1길 14,35.0464195263,128.9680332493,051-220-5895
태종대 (부산 국가지질공원),부산광역시 영도구 전망로 24(동삼동),35.0582842405,129.0850810864,051-888-3637
장안사(부산),부산광역시 기장군 장안읍 장안로 482,35.3745682165,129.2328734022,051-727-2393
해동 용궁사(부산),부산광역시 기장군 기장읍 용궁길 86,35.188283368,129.2235599308,051-722-7744
부산 중앙공원,부산광역시 서구 망양로193번길 187(동대신동2가),35.1121382707,129.0278123742,051-860-7800
태종사,부산광역시 영도구 전망로 119(동삼동),35.0560095813,129.0897751849,051-405-4848
초량교회,부산광역시 동구 초량상로 53(초량동),35.1171434347,129.0369614421,051-465-0533
친환경 스카이웨이 전망대(이바구길),부산광역시 동구 초량동,35.1213095185,129.0306535435,051-441-3121
민주공원,부산광역시 중구 민주공원길 19(영주동),35.1093802515,129.0281096457,051-790-7400
태종대온천찜질방,부산광역시 영도구 태종로 808,35.0645889744,129.0787786847,051-404-9001
평화공원,부산광역시 남구 신선로447번길 10,35.1253214518,129.0995779953,051-607-6362
공수어촌체험마을,부산광역시 기장군 기장읍 공수해안길 13-2,35.1844585662,129.2111944455,051-723-1919
동래온천 노천족탕,부산광역시 동래구 금강공원로26번길 21(온천동),35.2200382869,129.0814741955,051-550-6602
대변마을,부산광역시 기장군 기장읍 기장해안로 605,35.2248238474,129.2303944389,051-253-8253
영도 등대,부산광역시 영도구 전망로 181,35.0523933666,129.0923639479,051-405-1201
영도대교,부산광역시 영도구 태종로 46(대교동1가),35.0940710125,129.0367343133,1670-8114
송정 죽도공원,부산광역시 해운대구 송정해변로 1-23,35.1799561988,129.206133898,송정관광안내소 051-749-5800
금강암(부산),부산광역시 금정구 범어사로 254(청룡동),35.2818532794,129.0652933488,051-508-4509
문화공감 수정(부산 수정동 일본식 가옥),부산광역시 동구 홍곡로 75(수정동),35.1255870389,129.0426662706,문화공감 수정 051-441-0004
소림사(부산),부산광역시 동구 초량상로65번길 7(초량동),35.1176489316,129.036853104,"051-253-8253,051-468-4497"
부산 진지성,부산광역시 동구 자성로 99(범일동),35.1357667829,129.0604644448,051-711-6566
부산진일신여학교,부산광역시 동구 정공단로17번길 17(좌천동),35.1348306373,129.0528984614,051-635-7113
해월정,부산광역시 해운대구 중동,35.1585054149,129.1841752861,051-749-5700
전포카페거리,부산광역시 부산진구 전포대로209번길 26(전포동),35.1564006288,129.0629164444,051-605-4521
임랑해수욕장,부산광역시 기장군 장안읍 임랑리,35.3160142193,129.2620863763,051-709-5448
오륙도 스카이워크,부산광역시 남구 오륙도로 137,35.1022800177,129.1229377062,"해파랑길 관광안내소 051-607-6395<br>
시설관리사업소 : 051-607-4937"
대각사(부산),부산광역시 중구 광복중앙로 21(신창동1가),35.1010840045,129.0306263201,051-245-8781
관수옥과 초량왜관 터,부산광역시 중구 용두산길 37-55(광복동2가),35.1005396593,129.0327483723,051-600-4066
이기대 (부산 국가지질공원),부산광역시 남구 용호동,35.1162451995,129.1271619566,051-607-6398
기장향교,부산광역시 기장군 기장읍 차성로417번길 35,35.2578421006,129.2158836772,기장군 문화관광과 051-709-4062
삼진어묵체험·역사관,부산광역시 영도구 태종로99번길 36,35.0929934673,129.0428032596,051-412-5468
대저생태공원,부산광역시 강서구 공항로 1246,35.2098737478,128.984566247,대저생태공원관리사무소 051-971-6011
망산도·유주암·유주비각,부산광역시 강서구 송정동,35.0967250919,128.8209252451,055-225-3673
봉래산(부산),부산광역시 영도구 청학동,35.0825699231,129.0584994009,051-253-8253
부산영화체험박물관,부산광역시 중구 대청로126번길 12(동광동3가),35.1017589855,129.0336899238,051-715-4200~1
깡깡이 예술마을,부산광역시 영도구 대평북로 36(대평동2가),35.0932043968,129.0342206663,051-418-3336
만들숲,부산광역시 부산진구 중앙대로 지하 818(전포동),35.1639553695,129.0645827594,051-580-9045
낙동강문화관,부산광역시 사하구 낙동남로1233번길 1(하단동),35.1082872241,128.9474416939,051-292-1042
청사포 다릿돌전망대,부산광역시 해운대구 청사포로 167(중동),35.1633523032,129.1954075101,051-749-5720
동래읍성지,부산광역시 동래구 칠산동(칠산동),35.204104175,129.0930236281,051-550-4084
아미르공원,부산광역시 영도구 동삼동,35.076293196,129.0774423702,051-419-4531
구포만세거리,부산광역시 북구 구포동(구포동),35.2092657979,129.0016758842,
부산시민공원,부산광역시 부산진구 시민공원로 73(범전동),35.1654939246,129.0558806966,051-850-6000
백양산 웰빙숲,부산광역시 사상구 모라동 산110-1,35.1843909879,129.0114340487,051-309-2052
KT_G 상상마당 부산,부산광역시 부산진구 서면로 39,35.1543174256,129.0573308761,051-809-5555
송도용궁구름다리,부산광역시 서구 암남동 620-53암남공원 안,35.0619576685,129.0220170229,051-240-4087
해운대리버크루즈,부산광역시 해운대구 수영강변대로 85(우동),35.1679171964,129.1273244146,051-711-1789
성지곡수원지,부산광역시 부산진구 새싹로 295(초읍동),35.1853692278,129.0424174355,051-860-7848
가덕도 연대봉,부산광역시 강서구 천성동,35.0317518247,128.8216713782,강서구청 문화체육과 051-970-4062
물빛색스튜디오,부산광역시 강서구 체육공원로6번길 139-28,35.2093931581,128.9797833434,"051-343-1179, 0507-1393-1179"
대저수문 생태공원,부산 강서구 대저1동 279-9,35.2300966255,128.9924094542,051-970-4682
비석문화마을,부산광역시 서구 아미로 49(아미동2가),35.0998532521,129.0124473789,051-240-6541
닥밭골 벽화마을,부산광역시 서구 망양로170번길 17-4(동대신동2가),35.1143268372,129.0235904594,051-240-6421
해동성취사,부산광역시 기장군 일광면 일광로 429,35.2812735257,129.2544185643,051-727-0859
젖병등대,부산 기장군 기장읍 연화리 297-5,35.2138277212,129.2230814903,051-405-1201
옥정사,부산광역시 기장군 일광면 달음길 101,35.3112806782,129.2225232855,051-727-0150
이동항,부산광역시 기장군 일광면 이천리 170-8,35.2717466345,129.2446918963,051-709-4000
묘관음사,부산광역시 기장군 장안읍 해맞이로 253-38,35.3228663067,129.2662747102,051-727-2035
가야공원 / 가야산책공원,부산광역시 부산진구 엄광로 118(가야동),35.1483453258,129.0276891748,051-605-4000
감만시민공원,부산광역시 남구 감만동 626-1,35.1097087416,129.0687505471,051-607-4000
누리바라기전망대,부산광역시 서구 남부민동 50-40(남부민동),35.0907988546,129.0203302731,051-240-4061
만덕고개 누리길 전망데크,부산광역시 동래구 온천동 산153-8,35.214280152,129.0573042353,051-550-4061
신호공원,부산 강서구 신호동 315-1,35.0819137723,128.8707796382,051-970-4522
연태봉,부산광역시 강서구 천성동 산 6-98,35.0305993811,128.8329509833,051-970-4444
온천천시민공원,부산광역시 연제구 연산동 2058-6(연산동),35.1925249557,129.0951265407,051-554-8411 /  051-665-4000
보람공원,부산광역시 강서구 녹산산단262로14번길 20(송정동),35.0881459047,128.8432429784,051-970-4531~5
명지동근린공원,부산광역시 강서구 명지오션시티10로 95(명지동),35.0870333005,128.9066569316,051-970-4531~5
밀락더마켓,부산광역시 수영구 민락수변로17번길 56,35.1542603874,129.1270664784,051-752-5671
금용암(부산),부산광역시 연제구 성지곡로 111(거제동),35.1916075512,129.049663856,051-501-6300
묘심사(부산),부산광역시 동구 망양로 671(수정동),35.126761849,129.0395054026,051-467-2390
성암사(부산),부산광역시 남구 진남로210번길 58-15(문현동),35.1456799238,129.0800957995,051-635-3744
안적사(부산),부산광역시 기장군 기장읍 내리길 461-16,35.2142766822,129.169888882,051-543-9408
운수사(부산),부산광역시 사상구 모라로219번길 173(모라동),35.183582782,129.0134338969,051-313-3300
월명사(부산),부산광역시 기장군 일광면 참샘길 124,35.269243617,129.2167499529,051-721-0123
조방해수탕,부산광역시 부산진구 자유평화로37번길 15-19(범천동),35.1418522515,129.0625724285,051-645-0005
혜원정사,부산광역시 연제구 고분로68번길 47(연산동),35.184017494,129.0907132695,051-866-7771
중앙해수랜드,부산광역시 남구 용호로 64,35.125627178,129.1106575793,051-622-8899
센텀시티 스파랜드,부산광역시 해운대구 센텀남대로 35(우동),35.1686477032,129.1290909078,1668-2850
다대포 꿈의 낙조분수,부산광역시 사하구 몰운대1길 14,35.0464195263,128.9680332493,051-220-5891
내원정사(부산),부산광역시 서구 엄광산로40번길 121-22(서대신동3가),35.1265474825,129.0122827767,051-242-0691
개미집(본점),부산광역시 중구 중구로30번길 20,35.1005618293,129.0300180532,051-246-3186
모모스 로스터리_커피바,부산광역시 금정구 오시게로 18-1,35.2192384668,129.0863710134,051-512-7034
영동밀면&돼지국밥,부산광역시 동구 중앙대로209번길 12,35.1163102386,129.0393473684,070-4214-8347
감천항,부산광역시 서구 원양로 6(암남동),35.0547971892,129.0128152394,051-240-4061
두도  (부산 국가지질공원),부산광역시 사하구 낙동남로 1240,35.1044292944,128.9458947113,051-209-2000
두도 (부산 국가지질공원),부산광역시 서구 암남동,35.0490923097,129.0148985467,051-888-3636
학리항 (학리방파제),부산 기장군 일광면 학리 251-13,35.2599730111,129.2477530679,051-709-4000
낙동강하구에코센터,부산광역시 사하구 낙동남로 1240,35.1044292944,128.9458947113,051-209-2000
스파랜드 센텀시티,부산광역시 해운대구 센텀남대로 35(우동),35.1686477032,129.1290909078,1668-2850
오륙도해맞이공원,부산광역시 남구 용호동950-1,35.1016495355,129.1230988205,051-607-6395
학리항(학리방파제),부산 기장군 일광면 학리 251-13,35.2599730111,129.2477530679,051-709-4000
KT&G 상상마당 부산,부산광역시 부산진구 서면로 39,35.1543174256,129.0573308761,051-809-5555
LIDI_PAUL,부산광역시 금정구 금샘로 219,35.2437884436,129.0836872388,051-582-1842
영동밀면_돼지국밥,부산광역시 동구 중앙대로209번길 12,35.1163102386,129.0393473684,070-4214-8347
